id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,702589.421185932,412353.60585474636
1,1,0,1,57.67091033275751,25.346175942895666,702641.5405698027,412378.29398394935
1,2,0,2,111.89800227012952,78.69006752597979,702663.4855735376,412488.01900262386
1,3,0,3,141.21102618688792,82.18470645320376,702682.6874518059,412627.918401435
1,4,0,4,109.75930238870646,88.56790381598117,702685.4305772725,412737.6434201114
1,5,0,5,167.35313660570043,359.0608090543585,702852.7612307537,412734.90029464476
1,6,0,6,41.23821814662625,273.81407483394605,702855.5043562204,412693.7534126416
1,7,0,7,141.05107405795283,256.5042667189688,702822.5868506171,412556.59713929705
1,8,0,8,57.27814133391559,253.30075576582792,702806.1280978154,412501.73462995887
1,9,0,9,45.654706653198474,327.2647737284542,702844.531854352,412477.04650075734
1,10,0,10,60.907269699031104,215.83765295506743,702795.1555959489,412441.3858696874
1,11,0,11,90.81361192271973,244.98310652175797,702756.7518394124,412359.0921056811
1,12,0,12,87.47947108799046,221.18592516525058,702690.9168282058,412301.48647087626
1,13,0,13,355.29564224726727,346.6075022463324,703036.5506370347,412219.1927068699
1,14,0,14,61.88773141336864,102.80426606582179,703022.8350096997,412279.54146714136
1,15,0,15,47.35368753781214,79.99202019712257,703031.0643861014,412326.1746000778
1,16,0,16,42.84898957748864,50.19442890901039,703058.4956407696,412359.0921056811
1,17,0,17,128.42984162919723,109.98310652175799,703014.6056332998,412479.78962622397
1,18,0,18,96.16601361728999,86.729512077133,703020.091884233,412575.7990175653
1,19,0,19,67.7502012503121,111.37062226908806,702995.4037550315,412638.8909033034
1,20,0,20,62.67306347018013,23.198590513201005,703053.0093898363,412663.57903250493
1,21,0,21,967.2191934572492,108.17801879837313,702751.2655884791,413582.5260639135
1,22,0,22,60.90726969936666,82.2348339822849,702759.494964879,413642.8748241849
1,23,0,23,56.284228827453596,46.974934010697154,702797.8987214155,413684.0217061881
1,24,0,24,45.240784176560695,75.96375653321779,702808.8712232821,413727.9117136579
1,25,0,25,65.89213487127665,2.385944030119106,702874.7062344886,413730.65483912453
1,26,0,26,54.65638772130787,342.47443162559114,702926.8256183583,413714.1960863229
1,27,0,27,54.656387722523164,342.4744316280411,702978.9450022299,413697.7373335231
1,28,0,28,1052.5633714338476,286.97098952807454,703286.1750545222,412691.0102871731
1,29,0,29,57.6709103307447,272.72631099373024,703288.9181799889,412633.40465237014
1,30,0,30,50.35708966306912,240.64224645847864,703264.2300507873,412589.5146448985
1,31,0,31,90.68923805121432,273.4682292586324,703269.7163017206,412498.99150449224
1,32,0,32,43.97564659204624,273.5763343745432,703272.4594271872,412455.1014970206
1,33,0,33,110.952558631636,278.53076561018594,703288.9181799889,412345.37647834606
1,34,0,34,109.31277544439193,252.47443162588513,703256.0006743856,412241.1377106048
1,35,0,35,76.06919879103445,295.6410058244065,703288.9181799889,412172.5595739316
1,36,0,36,45.406805961359865,244.98310652175797,703269.7163017206,412131.41269192845
1,37,0,37,139.36049311516848,53.80679269467649,703352.0100657269,412243.88083607145
1,38,0,38,110.57892274948526,66.6147789429299,703395.9000731967,412345.37647834606
1,39,0,39,76.51304229050761,75.46554491950988,703415.101951465,412419.4408659525
1,40,0,40,96.98413096419404,98.13010235337788,703401.3863241319,412515.4502572939
1,41,0,41,50.057342416949666,99.46232220942761,703393.1569477301,412564.82651569694
1,42,0,42,136.19279537286005,108.79988515836857,703349.2669402603,412693.7534126416
1,43,0,43,54.03330531080691,23.962488974778726,703398.6431986634,412715.6984163765
1,44,0,44,120.22903312211955,325.22216863325133,703497.3957154714,412647.1202797033
1,45,0,45,52.693719490327034,308.6598082547227,703530.3132210746,412605.9733977001
1,46,0,46,181.12938675513638,324.8658069433877,703678.4419962876,412501.73462995887
1,47,0,47,151.4940554849891,354.8055710920101,703829.3138969652,412488.01900262386
1,48,0,48,87.82286581796805,14.470294099724283,703914.3507864401,412509.96400635876
1,49,0,49,186.55270069739814,359.15747573933527,704100.8833181877,412507.2208808921
